id_episode;id_personnage
805;2
806;2
807;2
808;2
809;2
810;2
811;2
812;2
813;2
814;2
815;2
816;2
817;2
818;2
819;2
820;2
821;2
822;2
823;2
824;2
901;2
902;2
903;2
904;2
905;2
906;2
907;2
908;2
909;2
910;2
911;2
912;2
913;2
914;2
915;2
916;2
917;2
918;2
919;2
920;2
921;2
922;2
923;2
924;2
1001;2
1002;2
1003;2
1004;2
1005;2
1006;2
1007;2
1008;2
1009;2
1010;2
1011;2
1012;2
1013;2
1014;2
1015;2
1016;2
1017;2
1018;2
101;3
102;3
103;3
104;3
105;3
106;3
107;3
108;3
109;3
110;3
111;3
112;3
113;3
114;3
115;3
116;3
117;3
118;3
119;3
120;3
121;3
122;3
123;3
124;3
201;3
202;3
203;3
204;3
205;3
206;3
207;3
208;3
209;3
210;3
211;3
212;3
213;3
214;3
215;3
216;3
217;3
218;3
219;3
220;3
221;3
222;3
223;3
224;3
301;3
302;3
303;3
304;3
305;3
306;3
307;3
308;3
309;3
310;3
311;3
312;3
313;3
314;3
315;3
316;3
317;3
318;3
319;3
320;3
321;3
322;3
323;3
324;3
325;3
401;3
402;3
403;3
404;3
405;3
406;3
407;3
408;3
409;3
410;3
411;3
412;3
413;3
414;3
415;3
416;3
417;3
418;3
419;3
420;3
421;3
422;3
423;3
424;3
501;3
502;3
503;3
504;3
505;3
506;3
507;3
508;3
509;3
510;3
511;3
512;3
513;3
514;3
515;3
516;3
517;3
518;3
519;3
520;3
521;3
522;3
523;3
524;3
601;3
602;3
603;3
604;3
605;3
606;3
607;3
608;3
609;3
610;3
611;3
612;3
613;3
614;3
615;3
616;3
617;3
618;3
619;3
620;3
621;3
622;3
623;3
624;3
625;3
701;3
702;3
703;3
704;3
705;3
706;3
707;3
708;3
709;3
710;3
711;3
712;3
713;3
714;3
715;3
716;3
717;3
718;3
719;3
720;3
721;3
722;3
723;3
724;3
801;3
802;3
803;3
804;3
805;3
806;3
807;3
808;3
809;3
810;3
811;3
812;3
813;3
814;3
815;3
816;3
817;3
818;3
819;3
820;3
821;3
822;3
823;3
824;3
901;3
902;3
903;3
904;3
905;3
906;3
907;3
908;3
909;3
910;3
911;3
912;3
913;3
914;3
915;3
916;3
917;3
918;3
919;3
920;3
921;3
922;3
923;3
924;3
1001;3
1002;3
1003;3
1004;3
1005;3
1006;3
1007;3
1008;3
1009;3
1010;3
1011;3
1012;3
1013;3
1014;3
1015;3
1016;3
1017;3
1018;3
101;4
102;4
103;4
104;4
105;4
106;4
107;4
108;4
109;4
110;4
111;4
112;4
113;4
114;4
115;4
116;4
117;4
118;4
119;4
120;4
121;4
122;4
123;4
124;4
201;4
202;4
203;4
204;4
205;4
206;4
207;4
208;4
209;4
210;4
211;4
212;4
213;4
214;4
215;4
216;4
217;4
218;4
219;4
220;4
221;4
222;4
223;4
224;4
301;4
302;4
303;4
304;4
305;4
306;4
307;4
308;4
309;4
310;4
311;4
312;4
313;4
314;4
315;4
316;4
317;4
318;4
319;4
320;4
321;4
322;4
323;4
324;4
325;4
401;4
402;4
403;4
404;4
405;4
406;4
407;4
408;4
409;4
410;4
411;4
412;4
413;4
414;4
415;4
416;4
417;4
418;4
419;4
420;4
421;4
422;4
423;4
424;4
501;4
502;4
503;4
504;4
505;4
506;4
507;4
508;4
509;4
510;4
511;4
512;4
513;4
514;4
515;4
516;4
517;4
518;4
519;4
520;4
521;4
522;4
523;4
524;4
601;4
602;4
603;4
604;4
605;4
606;4
607;4
608;4
609;4
610;4
611;4
612;4
613;4
614;4
615;4
616;4
617;4
618;4
619;4
620;4
621;4
622;4
623;4
624;4
625;4
701;4
702;4
703;4
704;4
705;4
706;4
707;4
708;4
709;4
710;4
711;4
712;4
713;4
714;4
715;4
716;4
717;4
718;4
719;4
720;4
721;4
722;4
723;4
724;4
801;4
802;4
803;4
804;4
805;4
806;4
807;4
808;4
809;4
810;4
811;4
812;4
813;4
814;4
815;4
816;4
817;4
818;4
819;4
820;4
821;4
822;4
823;4
824;4
901;4
902;4
903;4
904;4
905;4
906;4
907;4
908;4
909;4
910;4
911;4
912;4
913;4
914;4
915;4
916;4
917;4
918;4
919;4
920;4
921;4
922;4
923;4
924;4
1001;4
1002;4
1003;4
1004;4
1005;4
1006;4
1007;4
1008;4
1009;4
1010;4
1011;4
1012;4
1013;4
1014;4
1015;4
1016;4
1017;4
1018;4
101;5
102;5
103;5
104;5
105;5
106;5
107;5
108;5
109;5
110;5
111;5
112;5
113;5
114;5
115;5
116;5
117;5
118;5
119;5
120;5
121;5
122;5
123;5
124;5
201;5
202;5
203;5
204;5
205;5
206;5
207;5
208;5
209;5
210;5
211;5
212;5
213;5
214;5
215;5
216;5
217;5
218;5
219;5
220;5
221;5
222;5
223;5
224;5
301;5
302;5
303;5
304;5
305;5
306;5
307;5
308;5
309;5
310;5
311;5
312;5
313;5
314;5
315;5
316;5
317;5
318;5
319;5
320;5
321;5
322;5
323;5
324;5
325;5
401;5
402;5
403;5
404;5
405;5
406;5
407;5
408;5
409;5
410;5
411;5
412;5
413;5
414;5
415;5
416;5
417;5
418;5
419;5
420;5
421;5
422;5
423;5
424;5
501;5
502;5
503;5
504;5
505;5
506;5
507;5
508;5
509;5
510;5
511;5
512;5
513;5
514;5
515;5
516;5
517;5
518;5
519;5
520;5
521;5
522;5
523;5
524;5
601;5
602;5
603;5
604;5
605;5
606;5
607;5
608;5
609;5
610;5
611;5
612;5
613;5
614;5
615;5
616;5
617;5
618;5
619;5
620;5
621;5
622;5
623;5
624;5
625;5
701;5
702;5
703;5
704;5
705;5
706;5
707;5
708;5
709;5
710;5
711;5
712;5
713;5
714;5
715;5
716;5
717;5
718;5
719;5
720;5
721;5
722;5
723;5
724;5
801;5
802;5
803;5
804;5
805;5
806;5
807;5
808;5
809;5
810;5
811;5
812;5
813;5
814;5
815;5
816;5
817;5
818;5
819;5
820;5
821;5
822;5
823;5
824;5
901;5
902;5
903;5
904;5
905;5
906;5
907;5
908;5
909;5
910;5
911;5
912;5
913;5
914;5
915;5
916;5
917;5
918;5
919;5
920;5
921;5
922;5
923;5
924;5
1001;5
1002;5
1003;5
1004;5
1005;5
1006;5
1007;5
1008;5
1009;5
1010;5
1011;5
1012;5
1013;5
1014;5
1015;5
1016;5
1017;5
1018;5
101;6
102;6
103;6
104;6
105;6
106;6
107;6
108;6
109;6
110;6
111;6
112;6
113;6
114;6
115;6
116;6
117;6
118;6
119;6
120;6
121;6
122;6
123;6
124;6
201;6
202;6
203;6
204;6
205;6
206;6
207;6
208;6
209;6
210;6
211;6
212;6
213;6
214;6
215;6
216;6
217;6
218;6
219;6
220;6
221;6
222;6
223;6
224;6
301;6
302;6
303;6
304;6
305;6
306;6
307;6
308;6
309;6
310;6
311;6
312;6
313;6
314;6
315;6
316;6
317;6
318;6
319;6
320;6
321;6
322;6
323;6
324;6
325;6
401;6
402;6
403;6
404;6
405;6
406;6
407;6
408;6
409;6
410;6
411;6
412;6
413;6
414;6
415;6
416;6
417;6
418;6
419;6
420;6
421;6
422;6
423;6
424;6
501;6
502;6
503;6
504;6
505;6
506;6
507;6
508;6
509;6
510;6
511;6
512;6
513;6
514;6
515;6
516;6
517;6
518;6
519;6
520;6
521;6
522;6
523;6
524;6
601;6
602;6
603;6
604;6
605;6
606;6
607;6
608;6
609;6
610;6
611;6
612;6
613;6
614;6
615;6
616;6
617;6
618;6
619;6
620;6
621;6
622;6
623;6
624;6
625;6
701;6
702;6
703;6
704;6
705;6
706;6
707;6
708;6
709;6
710;6
711;6
712;6
713;6
714;6
715;6
716;6
717;6
718;6
719;6
720;6
721;6
722;6
723;6
724;6
801;6
802;6
803;6
804;6
805;6
806;6
807;6
808;6
809;6
810;6
811;6
812;6
813;6
814;6
815;6
816;6
817;6
818;6
819;6
820;6
821;6
822;6
823;6
824;6
901;6
902;6
903;6
904;6
905;6
906;6
907;6
908;6
909;6
910;6
911;6
912;6
913;6
914;6
915;6
916;6
917;6
918;6
919;6
920;6
921;6
922;6
923;6
924;6
1001;6
1002;6
1003;6
1004;6
1005;6
1006;6
1007;6
1008;6
1009;6
1010;6
1011;6
1012;6
1013;6
1014;6
1015;6
1016;6
1017;6
1018;6
215;7
216;7
218;7
220;7
223;7
224;7
313;7
624;7
625;7
111;8
508;8
723;8
724;8
801;8
607;9
608;9
609;9
610;9
611;9
722;10
723;10
724;10
621;11
622;11
623;11
908;12
1005;12
613;13
614;13
723;14
724;14
424;15
501;15
806;16
807;16
817;17
818;17
115;18
914;18
809;19
720;20
213;21
213;22
206;23
117;24
212;25
117;26
212;27
719;28
107;29
715;30
322;31
1014;32
915;33
303;34
906;35
206;36
223;37
116;38
713;39
414;40
324;41
810;42
305;43
423;44
111;45
423;46
608;47
504;48
1011;49
324;50
209;51
219;51
221;51
222;51
307;51
308;51
310;51
311;51
312;51
313;51
314;51
316;51
318;51
319;51
321;51
322;51
405;51
406;51
408;51
409;51
410;51
416;51
419;51
420;51
422;51
502;51
506;51
507;51
521;51
603;51
605;51
612;51
613;51
614;51
617;51
622;51
623;51
710;51
720;51
723;51
802;51
806;51
807;51
815;51
816;51
819;51
902;51
904;51
911;51
915;51
918;51
920;51
1012;51
1014;51
1017;51
824;52
901;52
902;52
905;52
906;52
907;52
911;52
912;52
914;52
917;52
923;52
1001;52
1004;52
1005;52
1006;52
1007;52
1008;52
1009;52
1010;52
1013;52
1015;52
102;53
108;53
117;53
214;53
216;53
301;53
424;53
501;53
508;53
609;53
702;53
703;53
713;53
714;53
723;53
724;53
801;53
818;53
901;53
1004;53
102;54
108;54
214;54
216;54
301;54
403;54
424;54
501;54
508;54
609;54
702;54
714;54
723;54
724;54
801;54
818;54
823;54
905;54
1004;54
105;55
110;55
114;55
203;55
224;55
301;55
303;55
304;55
306;55
307;55
308;55
415;55
512;55
707;55
823;55
824;55
921;55
1015;55
903;56
904;56
906;56
907;56
909;56
912;56
913;56
916;56
917;56
923;56
924;56
1001;56
1005;56
1007;56
1012;56
1014;56
1017;56
123;57
202;57
206;57
220;57
304;57
308;57
405;57
418;57
511;57
518;57
615;57
709;57
710;57
716;57
810;57
812;57
109;58
112;58
114;58
116;58
123;58
202;58
211;58
220;58
304;58
317;58
418;58
518;58
615;58
616;58
716;58
414;59
415;59
416;59
417;59
418;59
419;59
421;59
423;59
424;59
501;59
504;59
506;59
520;59
102;60
109;60
112;60
114;60
116;60
123;60
202;60
211;60
220;60
304;60
418;60
616;60
321;61
322;61
323;61
402;61
414;61
422;61
503;61
508;61
512;61
519;61
620;61
123;62
210;62
219;62
322;62
510;62
604;62
621;62
719;62
822;62
1004;62
110;63
115;63
116;63
117;63
118;63
119;63
121;63
212;63
213;63
206;64
221;64
305;64
318;64
411;64
412;64
417;64
503;64
1002;64
920;65
921;65
922;65
923;65
924;65
1001;65
1002;65
1005;65
1006;65
321;66
323;66
402;66
408;66
414;66
503;66
511;66
512;66
620;66
116;67
117;67
303;67
401;67
513;67
614;67
714;67
806;67
704;68
705;68
708;68
709;68
712;68
714;68
802;68
801;69
805;69
806;69
808;69
811;69
815;69
817;69
124;70
201;70
202;70
204;70
207;70
208;70
210;70
405;71
406;71
407;71
408;71
411;71
413;71
318;72
319;72
321;72
322;72
323;72
324;72
318;73
411;73
412;73
417;73
418;73
503;73
311;74
312;74
314;74
315;74
319;74
1014;74
110;75
711;75
906;75
922;75
923;75
618;76
619;76
621;76
622;76
624;76
102;77
119;77
120;77
224;77
616;77
413;78
414;78
416;78
418;78
420;78
107;79
116;79
119;79
203;79
306;79
203;80
209;80
404;80
417;80
803;80
107;81
111;81
112;81
201;81
1009;82
1013;82
1016;82
1017;82
517;83
709;83
817;83
911;83
1014;83
1015;83
803;84
813;84
814;84
822;84
823;84
824;84
516;85
517;85
520;85
521;85
222;86
307;86
808;86
1013;86
101;87
112;87
305;87
316;87
315;88
320;88
403;88
409;88
325;89
401;89
411;89
320;90
403;90
409;90
217;91
218;91
219;91
324;92
325;92
401;92
319;93
320;93
322;93
211;94
222;94
820;94
506;95
507;95
510;95
324;96
512;96
811;96
319;97
320;97
322;97
911;98
915;98
918;98
110;99
210;99
315;100
316;100
212;101
218;101
410;102
808;102
320;103
322;103
907;104
1012;104
318;105
322;105
907;106
1012;106
518;107
608;107
104;108
306;108
816;109
914;109
509;110
514;110
116;111
223;111
115;112
224;112
102;113
120;113
718;114
722;114
905;115
910;115
905;116
910;116
413;117
414;117
803;118
811;118
911;119
912;119
913;119
424;120
501;120
912;121
913;121
109;122
206;122
602;123
604;123
310;124
311;124
513;125
210;126
120;127
102;128
408;129
424;130
204;131
314;132
515;133
717;134
707;135
1006;136
406;137
123;138
212;139
418;140
118;141
1014;142
910;143
1003;144
116;145
113;146
403;147
221;148
922;149
1011;150
121;151
1011;152
307;153
313;153
624;153
723;154
724;154
723;155
724;155
823;156
824;156
624;157
911;157
615;158
616;158
616;159
820;159
1017;160
1018;160
1017;161
1018;161
404;162
1015;162
915;163
101;164
214;165
106;166
810;167
705;168
715;169
821;170
224;171
705;172
1011;173
101;174
616;175
405;176
616;177
405;178
116;179
422;180
420;181
311;182
322;183
311;184
904;185
314;186
105;187
202;188
904;189
705;190
511;191
110;192
315;193
816;194
312;195
711;196
311;197
604;198
209;199
313;200
114;201
323;202
604;203
621;204
410;205
621;206
323;207
911;208
207;209
913;210
817;211
805;212
819;213
509;214
719;215
508;216
920;217
920;218
812;219
911;220
706;221
402;222
704;223
920;224
113;225
306;226
216;227
410;228
202;229
212;230
920;231
410;232
805;233
410;234
312;235
124;236
615;237
519;238
502;239
707;240
704;241
704;242
615;243
1011;244
304;245
103;246
315;247
915;248
704;249
919;250
919;251
113;252
711;253
715;254
115;255
312;256
114;257
122;258
507;259
704;260
615;261
715;262
311;263
211;264
105;265
124;266
103;267
409;268
120;269
108;270
718;271
1014;272
109;273
608;274
311;275
804;276
304;277
805;278
711;279
1002;280
102;281
205;282
510;283
1007;284
404;285
818;286
1002;287
1002;288
818;289
1002;290
805;291
108;292
311;293
618;294
409;295
409;296
1002;297
411;298
404;299
223;300
223;301
518;302
618;303
104;304
1009;305
108;306
912;307
411;308
903;309
104;310
909;311
619;312
902;313
624;314
919;315
103;316
618;317
411;318
121;319
618;320
324;321
324;322
820;323
922;324
921;325
922;326
1006;327
1006;328
1009;329
122;330
713;331
122;332
407;333
323;334
508;334
614;334
604;335
717;335
922;335
604;336
722;336
923;336
612;337
801;337
1011;337
424;338
501;338
123;339
224;339
315;340
316;340
709;341
811;341
523;342
601;342
411;343
619;343
619;344
624;344
524;345
601;345
523;346
524;346
802;347
213;348
214;349
214;350
724;351
214;352
801;353
617;354
801;355
603;356
801;357
723;358
604;359
424;360
309;361
424;362
823;363
610;364
806;365
213;366
424;367
503;368
801;369
117;370
424;371
801;372
622;373
208;374
123;375
424;376
823;377
408;378
823;379
614;380
213;381
123;382
617;383
522;384
610;385
709;386
719;387
513;388
418;389
823;390
610;391
622;392
323;393
923;394
806;395
709;396
806;397
801;398
420;399
622;400
806;401
206;402
617;403
212;404
201;405
917;406
802;407
719;408
705;409
503;410
322;411
623;412
110;413
617;414
604;415
823;416
604;417
522;418
212;419
322;420
206;421
920;422
823;423
206;424
704;425
219;426
420;427
212;428
810;429
907;430
211;431
823;432
218;433
410;434
623;435
410;436
312;437
802;438
218;439
503;440
823;441
823;442
717;443
412;444
217;445
217;446
718;447
924;448
911;449
212;450
306;451
217;452
212;453
913;454
623;455
915;456
519;457
522;458
307;459
503;460
913;461
610;462
313;463
206;464
913;465
218;466
915;467
503;468
323;469
419;470
216;471
1001;472
718;473
323;474
210;475
913;476
605;477
810;478
218;479
605;480
602;481
605;482
508;483
602;484
216;485
1017;486
508;487
605;488
216;489
306;490
119;491
224;492
1014;493
1017;494
119;495
714;496
710;497
605;498
503;499
108;500
422;501
613;502
605;503
710;504
516;505
521;506
803;507
917;508
613;509
517;510
821;511
406;512
310;513
204;514
512;515
521;516
619;517
105;518
203;519
816;520
307;521
510;522
517;523
1018;524
211;525
307;526
509;527
1014;528
307;529
702;530
710;531
102;532
224;533
807;534
812;535
517;536
112;537
722;538
510;539
707;540
612;541
104;542
906;543
905;544
1014;545
310;546
808;547
509;548
1013;549
823;550
1014;551
1018;552
812;553
207;554
707;555
402;556
707;557
722;558
924;559
221;560
114;561
516;562
124;563
924;564
111;565
222;566
524;567
207;568
602;569
1015;570
612;571
901;572
713;573
222;574
114;575
114;576
324;577
307;578
905;579
108;580
624;581
211;582
417;583
516;584
221;585
310;586
116;587
402;588
1013;589
324;590
624;591
707;592
917;593
707;594
116;595
803;596
510;597
517;598
504;599
411;600
319;601
807;602
104;603
722;604
414;605
324;606
1018;607
404;608
803;609
1018;610
1018;611
113;612
518;613
1013;614
1002;615
919;616
402;617
404;618
718;619
818;620
909;621
817;622
818;623
310;624
803;625
324;626
722;627
119;628
803;629
903;630
903;631
618;632
912;633
404;634
601;635
404;636
624;637
1018;638
712;639
1018;640
1011;641
903;642
523;643
518;644
415;645
302;646
518;647
415;648
524;649
618;650
414;651
104;652
524;653
909;654
202;655
507;656
121;657
914;658
524;659
415;660
504;661
624;662
811;663
202;664
202;665
814;666
821;667
919;668
922;669
818;670
523;671
811;672
909;673
711;674
624;675
711;676
205;677
624;678
619;679
711;680
922;681
1011;682
903;683
903;684
814;685
523;686
821;687
808;688
921;689
505;690
919;691
523;692
404;693
515;694
919;695
515;696
821;697
205;698
1007;699
515;700
903;701
916;702
1009;703
1009;704
820;705
722;706
1011;707
1003;708
515;709
1003;710
823;711
1018;712
